# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
25.4238435,2.4445096,-0.5642458,0.4599501,0.9133700,3.3416234,-1.7758518
25.5235449,2.3948273,-0.4748679,0.5551378,0.9328794,3.2882119,-1.8127985
25.6232462,2.3356042,-0.3889613,0.6518273,0.9230269,3.2327791,-2.2876258
25.7229476,2.2696911,-0.3105824,0.7468296,0.9359018,3.1614398,-2.6238765
25.8226489,2.1983520,-0.2404887,0.8422681,0.9774482,3.0775792,-2.5385429
25.9223503,2.1228509,-0.1794378,0.9406434,1.0553418,2.9942113,-1.8584174
26.0220516,2.0444521,-0.1281872,1.0449240,1.1799772,2.9316766,-0.5192734
26.1217530,1.9582010,-0.0848118,1.1676049,1.3520762,2.9139635,0.0000000
26.2214543,1.8680228,-0.0532162,1.3009669,1.4132306,2.9139635,0.0000000
26.3211557,1.7738781,-0.0338701,1.4339052,1.3282600,2.9139635,0.7215006
26.4208570,1.6745183,-0.0265400,1.5571248,1.1321603,2.9385460,2.2237361
26.5205583,1.5686947,-0.0309927,1.6643024,0.8915854,3.0130502,3.9057674
26.6202597,1.4770540,-0.0430922,1.7359828,0.6507793,3.1396325,5.5850784
26.7199610,1.3886758,-0.0602183,1.7856094,0.4624056,3.3122457,6.9269610
26.8196624,1.2962921,-0.0822724,1.8224112,0.3201577,3.5145734,7.0000000
26.9193637,1.2001666,-0.1084221,1.8485877,0.2107251,3.7078357,7.0000000
27.0190651,1.1005634,-0.1378349,1.8657886,0.1242315,3.8915118,4.2935018
27.1187664,0.9977465,-0.1696783,1.8752194,0.0535474,4.0000000,0.0000000
27.2184678,0.8919797,-0.2031198,1.8777363,-0.0064622,4.0000000,0.0000000
27.3181691,0.7963350,-0.2333351,1.8753099,-0.0394798,4.0000000,0.0000000
27.4178705,0.7007538,-0.2631168,1.8699032,-0.0683992,4.0000000,0.0000000
27.5175718,0.6041095,-0.2925010,1.8615235,-0.0976753,4.0000000,0.0000000
27.6172732,0.5069005,-0.3210087,1.8500716,-0.1288692,4.0000000,0.0000000
27.7169745,0.4096248,-0.3481613,1.8353405,-0.1636244,4.0000000,0.0000000
27.8166759,0.3127806,-0.3734799,1.8170073,-0.2038391,4.0000000,0.0000000
27.9163772,0.2168662,-0.3964856,1.7946153,-0.2518618,4.0000000,0.0000000
28.0160786,0.1223797,-0.4166996,1.7675472,-0.3107357,4.0000000,0.0000000
