# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
18.0959086,-2.5926424,-4.0776419,-0.0661810,-0.0688029,4.0000000,0.0000000
18.1958860,-2.5857289,-3.9785081,-0.0730986,-0.0704367,4.0000000,0.0000000
18.2958634,-2.5780348,-3.8783453,-0.0802616,-0.0721851,4.0000000,0.0000000
18.3958408,-2.5695267,-3.7772419,-0.0876795,-0.0740551,4.0000000,0.0000000
18.4958182,-2.5601712,-3.6752862,-0.0953629,-0.0760539,4.0000000,0.0000000
18.5957956,-2.5499847,-3.5730465,-0.1032852,-0.0781620,4.0000000,0.0000000
18.6957730,-2.5394558,-3.4751728,-0.1110756,-0.0801453,4.0000000,0.0000000
18.7957504,-2.5280826,-3.3767808,-0.1191196,-0.0823111,4.0000000,0.0000000
18.8957278,-2.5158399,-3.2779570,-0.1274320,-0.0846682,4.0000000,0.0000000
18.9957052,-2.5027024,-3.1787881,-0.1360281,-0.0872265,4.0000000,0.0000000
19.0956826,-2.4886450,-3.0793608,-0.1449245,-0.0899974,4.0000000,0.0000000
19.1956600,-2.4736424,-2.9797617,-0.1541383,-0.0929938,4.0000000,0.0000000
19.2956374,-2.4576693,-2.8800775,-0.1636879,-0.0962297,4.0000000,0.0000000
19.3956148,-2.4407420,-2.7806316,-0.1735791,-0.1004549,4.0000000,0.0000000
19.4955922,-2.4229047,-2.6818931,-0.1839780,-0.1068727,4.0000000,0.0000000
19.5955696,-2.4040066,-2.5833378,-0.1950377,-0.1136040,4.0000000,0.0000000
19.6955470,-2.3839975,-2.4850599,-0.2067836,-0.1206844,4.0000000,0.0000000
19.7955244,-2.3628272,-2.3871533,-0.2192430,-0.1281505,4.0000000,0.0000000
19.8955018,-2.3404455,-2.2897122,-0.2324459,-0.1360396,4.0000000,0.0000000
19.9954792,-2.3168021,-2.1928306,-0.2464247,-0.1443898,4.0000000,0.0000000
20.0954566,-2.2918467,-2.0966027,-0.2612142,-0.1532398,4.0000000,0.0000000
20.1954340,-2.2651679,-1.9998544,-0.2771211,-0.1654722,4.0000000,0.0000000
20.2954114,-2.2364399,-1.9021032,-0.2948563,-0.1828521,4.0000000,0.0000000
20.3953887,-2.2060640,-1.8054248,-0.3143117,-0.2013203,4.0000000,0.0000000
20.4953661,-2.1739254,-1.7099720,-0.3355671,-0.2209746,4.0000000,0.0000000
20.5953435,-2.1399090,-1.6158977,-0.3587073,-0.2418972,4.0000000,0.0000000
20.6953209,-2.1038999,-1.5233546,-0.3838211,-0.2641480,4.0000000,0.0000000
20.7952983,-2.0657832,-1.4324956,-0.4109988,-0.2877545,4.0000000,0.0000000
20.8952757,-2.0254438,-1.3434736,-0.4403303,-0.3127002,4.0000000,0.0000000
20.9952531,-1.9803227,-1.2516507,-0.4735206,-0.3354172,4.0000000,0.0000000
