# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
17.5938154,1.5322864,5.8824528,0.2058282,-0.1624026,5.8759679,-5.6160090
17.6937803,1.5135937,5.9757840,0.1890538,-0.1911135,5.7796360,-4.7468431
17.7937451,1.4960808,6.0725203,0.1686018,-0.2234824,5.6969428,-4.0258481
17.8937100,1.4799666,6.1746118,0.1440051,-0.2519458,5.6258573,-3.4864359
17.9936748,1.4668381,6.2743141,0.1174550,-0.2750461,5.5635625,-3.1994621
18.0936397,1.4566369,6.3724261,0.0894989,-0.2903169,5.5057752,-3.1983312
18.1936046,1.4493047,6.4697465,0.0608062,-0.2959544,5.4473956,-3.1972864
18.2935694,1.4447833,6.5670739,0.0321161,-0.2912280,5.3884029,-3.4805744
18.3935343,1.4429962,6.6644278,0.0050904,-0.2620486,5.3234402,-4.5132363
18.4934991,1.4437102,6.7626697,-0.0191135,-0.2307411,5.2380040,-5.6173348
18.5934640,1.4466961,6.8619734,-0.0404931,-0.1998117,5.1296797,-6.6998087
18.6934289,1.4517269,6.9624406,-0.0590671,-0.1697059,4.9974116,-7.7287134
18.7933937,1.4585757,7.0641732,-0.0748807,-0.1407581,4.8403433,-8.6840634
18.8933586,1.4670070,7.1671524,-0.0881654,-0.1231670,4.6575445,-9.3253815
18.9933235,1.4768421,7.2707551,-0.1012339,-0.1291706,4.4528979,-9.4357864
19.0932883,1.4880215,7.3737456,-0.1152523,-0.1429184,4.2357769,-9.3195865
19.1932532,1.5004780,7.4746169,-0.1308817,-0.1667075,4.0098059,-9.0715284
19.2932180,1.5141442,7.5718622,-0.1489839,-0.2052925,3.7768870,-8.6400057
19.3931829,1.5289528,7.6639744,-0.1707910,-0.2679960,3.5408306,-6.1242790
19.4931478,1.5481674,7.7650724,-0.2094062,-0.5193752,3.3634887,-2.9810436
19.5931126,1.5720405,7.8623067,-0.2775253,-0.8415516,3.2736916,-0.5122651
19.6930775,1.6025984,7.9537418,-0.3714491,-1.0822538,3.2580117,0.0000000
19.7930423,1.6426784,8.0421405,-0.4806844,-1.1305141,3.2580117,0.0000000
19.8930072,1.6915987,8.1249840,-0.5835502,-0.9589237,3.2580117,1.8213700
19.9929721,1.7425381,8.1960749,-0.6564786,-0.7217652,3.3134251,4.0758942
20.0929369,1.8018929,8.2684029,-0.7151145,-0.5418657,3.4341925,5.6094102
20.1929018,1.8691438,8.3420997,-0.7620320,-0.4063525,3.5937677,6.7518900
20.2928666,1.9437716,8.4172972,-0.7993567,-0.3039098,3.7769127,7.0000000
20.3928315,2.0252572,8.4941269,-0.8287838,-0.2257064,3.9578501,7.0000000
20.4927964,2.1008503,8.5619916,-0.8485420,-0.1611958,4.1308699,7.0000000
20.5927612,2.1733511,8.6249942,-0.8613660,-0.1079552,4.2969284,7.0000000
